256, 0.016936, 0.015908, 0.059787, 0.062096, 0.059784
512, 0.026687, 0.026943, 0.118544, 0.10905, 0.121368
768, 0.040543, 0.041055, 0.161656, 0.159344, 0.166275
1024, 0.055423, 0.055165, 0.199632, 0.208356, 0.190389
1280, 0.07005, 0.069279, 0.266854, 0.25531, 0.271477
1536, 0.080573, 0.080827, 0.293028, 0.283022, 0.28841
1792, 0.099815, 0.098789, 0.362824, 0.342295, 0.337675
2048, 0.11675, 0.114697, 0.377962, 0.384118, 0.385402
2304, 0.12573, 0.127526, 0.447499, 0.433381, 0.425947
2560, 0.138817, 0.133172, 0.495736, 0.472384, 0.495995
2816, 0.152931, 0.147286, 0.50087, 0.534996, 0.529351
3072, 0.16345, 0.166529, 0.579896, 0.557322, 0.5781
3328, 0.178332, 0.178333, 0.602735, 0.634295, 0.60402
3584, 0.197319, 0.19578, 0.712815, 0.671766, 0.647895
3840, 0.205275, 0.203735, 0.705375, 0.712043, 0.731804
4096, 0.226058, 0.214768, 0.742069, 0.748737, 0.763109
4352, 0.230676, 0.239145, 0.826488, 0.779788, 0.824948
4608, 0.244275, 0.246841, 0.882681, 0.839054, 0.860097
4864, 0.259159, 0.255824, 0.889865, 0.878574, 0.890382
5120, 0.27199, 0.278147, 0.934512, 0.920652, 0.919118
5376, 0.284047, 0.292002, 0.970435, 0.97351, 0.985319
5632, 0.307399, 0.308425, 1.05049, 1.01688, 1.04459
5888, 0.312787, 0.307141, 1.05433, 1.07205, 1.0587
6144, 0.323051, 0.358461, 1.12182, 1.09052, 1.10848
6400, 0.340755, 0.33819, 1.17109, 1.1539, 1.15877
6656, 0.353844, 0.350507, 1.21573, 1.15672, 1.20856
6912, 0.366927, 0.363595, 1.23627, 1.21035, 1.24447
7168, 0.382066, 0.37514, 1.31042, 1.26423, 1.28527
7424, 0.397461, 0.392074, 1.38355, 1.33454, 1.32068
7680, 0.410804, 0.405929, 1.37662, 1.42255, 1.43333
7936, 0.424661, 0.417733, 1.44308, 1.41049, 1.42434
8192, 0.434411, 0.431335, 1.54469, 1.4341, 1.46335
8448, 0.455195, 0.443649, 1.52699, 1.50928, 1.52339
8704, 0.462894, 0.458275, 1.52365, 1.53186, 1.55957
8960, 0.478288, 0.472901, 1.6327, 1.55649, 1.60986
9216, 0.501126, 0.493171, 1.66683, 1.65374, 1.69659
9472, 0.511647, 0.502408, 1.72764, 1.71686, 1.69326
9728, 0.519344, 0.513955, 1.73611, 1.73226, 1.68915
9984, 0.534741, 0.529609, 1.80385, 1.78178, 1.77588
10240, 0.550907, 0.540129, 1.89391, 1.82514, 1.80026
10496, 0.561938, 0.553728, 1.86748, 1.84439, 1.85517
10752, 0.577334, 0.566555, 1.89519, 1.88339, 1.96627
11008, 0.588624, 0.580158, 1.92932, 1.91136, 1.95601
11264, 0.604533, 0.590676, 1.97294, 2.03401, 1.97961
11520, 0.611975, 0.606587, 2.05813, 1.96756, 1.99655
11776, 0.630705, 0.620184, 1.99219, 2.05711, 2.00758
12032, 0.64097, 0.634298, 2.15333, 2.09688, 2.13254
12288, 0.65816, 0.647127, 2.18797, 2.13357, 2.16539
12544, 0.67022, 0.65893, 2.18771, 2.18617, 2.13485
12800, 0.683565, 0.674069, 2.2983, 2.2339, 2.23056
13056, 0.701783, 0.690237, 2.28394, 2.30779, 2.33114
13312, 0.713585, 0.708196, 2.3568, 2.38118, 2.36784
13568, 0.723077, 0.712044, 2.37015, 2.42224, 2.4402
13824, 0.743351, 0.727185, 2.50845, 2.47895, 2.43019
14080, 0.813911, 0.743607, 2.51615, 2.44071, 2.46406
14336, 0.763363, 0.749508, 2.6406, 2.52154, 2.60031
14592, 0.819046, 0.771574, 2.67165, 2.53566, 2.59364
14848, 0.79518, 0.784661, 2.56824, 2.60288, 2.47664
15104, 0.80955, 0.793643, 2.62264, 2.58569, 2.62366
15360, 0.819045, 0.81109, 2.70424, 2.65291, 2.63573
15616, 0.832131, 0.818018, 2.75734, 2.67883, 2.66574
15872, 0.847012, 0.830078, 2.81098, 2.72271, 2.80559
16128, 0.862921, 0.858305, 2.76992, 2.84022, 2.79404
16384, 0.87062, 0.862152, 2.90437, 2.89334, 2.86614
16640, 0.887555, 0.887041, 2.97083, 2.93774, 2.91182
16896, 1.15108, 0.907826, 3.09477, 2.9521, 3.05576
17152, 0.916038, 0.903721, 3.00932, 3.06167, 3.00958
17408, 0.944006, 0.916035, 3.0745, 3.0301, 3.08758
17664, 0.940928, 0.92707, 3.0668, 3.01086, 3.05012
17920, 0.961198, 0.945802, 3.25052, 3.06038, 3.11683
18176, 0.971461, 0.955807, 3.16379, 3.17945, 3.15686
18432, 0.983776, 0.966331, 3.20049, 3.17456, 3.1661
18688, 0.996864, 0.988654, 3.3103, 3.20459, 3.34494
18944, 1.00815, 0.995582, 3.25386, 3.28156, 3.33545
19200, 1.0274, 1.00687, 3.33571, 3.28952, 3.36778
19456, 1.03561, 1.02355, 3.45836, 3.37368, 3.36675
19712, 1.04998, 1.03381, 3.4422, 3.43912, 3.49685
19968, 1.06743, 1.04921, 3.57382, 3.47606, 3.33955
20224, 1.09103, 1.06204, 3.52661, 3.53636, 3.49813
20480, 1.08693, 1.07641, 3.7265, 3.52276, 3.62873
20736, 1.10078, 1.08847, 3.48812, 3.51533, 3.6118
20992, 1.11387, 1.1013, 3.73471, 3.66466, 3.61848
21248, 1.15646, 1.13722, 3.72676, 3.65748, 3.78063
21504, 1.14235, 1.13029, 3.89457, 3.66569, 3.7537
21760, 1.15929, 1.14184, 3.81605, 3.83991, 3.84042
22016, 1.17366, 1.16776, 3.95332, 3.8276, 3.93665
22272, 1.1947, 1.16775, 3.96128, 3.98797, 3.82631
22528, 1.19803, 1.18315, 4.01773, 3.9523, 3.85146
22784, 1.21112, 1.19547, 4.03903, 3.91073, 4.03056
23040, 1.22985, 1.20701, 4.14628, 4.09445, 4.09881
23296, 1.24242, 1.22805, 4.00952, 4.02569, 4.08419
23552, 1.25294, 1.23601, 4.17117, 4.26175, 4.09624
23808, 1.26988, 1.24832, 4.21326, 4.18888, 4.15347
24064, 1.28348, 1.26141, 4.31384, 4.17271, 4.29306
24320, 1.29272, 1.27732, 4.3141, 4.25816, 4.2443
24576, 1.30401, 1.29246, 4.25303, 4.27381, 4.28921
24832, 1.33454, 1.30169, 4.38286, 4.28306, 4.27766
25088, 1.33634, 1.32299, 4.4678, 4.27407, 4.48011
25344, 1.37944, 1.33377, 4.53117, 4.50551, 4.38723
25600, 1.36559, 1.35225, 4.58916, 4.45779, 4.50064
25856, 1.37431, 1.3602, 4.62509, 4.42572, 4.47908
26112, 1.38458, 1.36584, 4.58147, 4.43136, 4.53271
26368, 1.40356, 1.38791, 4.58737, 4.53939, 4.54888
26624, 1.41973, 1.39227, 4.68384, 4.63638, 4.70027
26880, 1.43179, 1.41228, 4.7734, 4.6918, 4.5884
27136, 1.44385, 1.42896, 4.83806, 4.83293, 4.73953
27392, 1.45796, 1.45463, 4.84371, 4.77725, 4.758
27648, 1.47105, 1.44949, 4.83036, 4.7988, 4.9158
