256, 0.012317, 0.012572, 0.065944, 0.013599, 0.016934
512, 0.024633, 0.023092, 0.124703, 0.025404, 0.031303
768, 0.035154, 0.038234, 0.173199, 0.037459, 0.041311
1024, 0.047982, 0.049265, 0.221954, 0.049525, 0.054139
1280, 0.058247, 0.063121, 0.26455, 0.06184, 0.062606
1536, 0.069793, 0.075696, 0.325361, 0.074667, 0.077746
1792, 0.080314, 0.088783, 0.37411, 0.085958, 0.08801
2048, 0.095709, 0.103406, 0.404904, 0.101093, 0.101357
2304, 0.107769, 0.10854, 0.454683, 0.108024, 0.108539
2560, 0.120856, 0.13625, 0.499585, 0.121884, 0.118545
2816, 0.133172, 0.139073, 0.538844, 0.134457, 0.134967
3072, 0.139588, 0.141124, 0.581441, 0.145491, 0.144719
3328, 0.15601, 0.167555, 0.659447, 0.161139, 0.154469
3584, 0.161399, 0.171404, 0.678177, 0.169606, 0.167042
3840, 0.179358, 0.18911, 0.735905, 0.18398, 0.17679
4096, 0.190135, 0.202709, 0.780814, 0.187311, 0.188854
4352, 0.194497, 0.205785, 0.806725, 0.210153, 0.200654
4608, 0.213743, 0.225546, 0.866258, 0.22041, 0.213229
4864, 0.220926, 0.229907, 0.926043, 0.232473, 0.227083
5120, 0.236324, 0.252488, 0.9866, 0.236067, 0.233498
5376, 0.248125, 0.26583, 1.02175, 0.262237, 0.272757
5632, 0.254284, 0.276094, 1.02457, 0.26583, 0.267629
5888, 0.269423, 0.28585, 1.12029, 0.286359, 0.27378
6144, 0.290975, 0.291746, 1.16853, 0.288407, 0.284047
6400, 0.297391, 0.315096, 1.25012, 0.301495, 0.296367
6656, 0.327669, 0.323052, 1.27603, 0.316124, 0.304579
6912, 0.332543, 0.328442, 1.2863, 0.335884, 0.316377
7168, 0.346144, 0.320996, 1.33865, 0.34101, 0.329464
7424, 0.362051, 0.366158, 1.40279, 0.364359, 0.346912
7680, 0.3931, 0.34486, 1.38201, 0.362819, 0.358716
7936, 0.410291, 0.388994, 1.48952, 0.358458, 0.361285
8192, 0.408752, 0.404392, 1.48388, 0.397724, 0.374115
8448, 0.417989, 0.411062, 1.54367, 0.419278, 0.392586
8704, 0.429793, 0.428509, 1.62731, 0.405419, 0.395667
8960, 0.445187, 0.43313, 1.64219, 0.42312, 0.40516
9216, 0.471876, 0.44442, 1.69018, 0.452886, 0.428509
9472, 0.578874, 0.465459, 1.76382, 0.438513, 0.424149
9728, 0.493942, 0.481368, 1.79846, 0.467001, 0.442368
9984, 0.501895, 0.490862, 1.82592, 0.475723, 0.459045
10240, 0.507539, 0.486757, 1.87826, 0.48188, 0.463663
10496, 0.525502, 0.507797, 1.97346, 0.501893, 0.472385
10752, 0.573999, 0.539615, 1.87851, 0.529095, 0.484959
11008, 0.53474, 0.528582, 1.9655, 0.515239, 0.500613
11264, 0.560142, 0.553729, 2.01554, 0.541154, 0.521654
11520, 0.561682, 0.543975, 2.07378, 0.539101, 0.524475
11776, 0.592987, 0.569892, 2.14127, 0.595294, 0.533969
12032, 0.704348, 0.588624, 2.10098, 0.57143, 0.545515
12288, 0.612745, 0.569124, 2.16334, 0.584003, 0.549624
12544, 0.630449, 0.610434, 2.23518, 0.587597, 0.565272
12800, 0.664062, 0.659698, 2.34218, 0.639431, 0.586062
13056, 0.655595, 0.638918, 2.30857, 0.604791, 0.589646
13312, 0.673557, 0.651234, 2.42557, 0.650722, 0.607352
13568, 0.659444, 0.663806, 2.45354, 0.655856, 0.614283
13824, 0.68536, 0.67561, 2.55541, 0.662521, 0.629937
14080, 0.689208, 0.683564, 2.5608, 0.657139, 0.63635
14336, 0.725132, 0.771574, 2.55053, 0.691003, 0.651232
14592, 0.746428, 0.699984, 2.63855, 0.702805, 0.657645
14848, 0.752074, 0.668421, 2.78506, 0.721793, 0.678943
15104, 0.804676, 0.733342, 2.71218, 0.742323, 0.686643
15360, 0.771831, 0.730263, 2.63341, 0.722565, 0.689977
15616, 0.757976, 0.754641, 2.84023, 0.758748, 0.716408
15872, 0.804421, 0.786713, 2.80302, 0.744379, 0.71846
16128, 0.851633, 0.824433, 2.92464, 0.750533, 0.723589
16384, 0.819813, 0.799031, 2.86665, 0.786714, 0.73796
16640, 0.816736, 0.809807, 3.04679, 0.807752, 0.75182
16896, 0.863177, 0.818788, 3.01805, 0.783892, 0.756948
17152, 0.860356, 0.837777, 2.95749, 0.833926, 0.784662
17408, 0.864462, 0.851888, 2.98776, 0.80134, 0.798261
17664, 0.910391, 0.897048, 3.1856, 0.869079, 0.815446
17920, 0.883963, 0.825717, 3.2577, 0.851631, 0.823152
